"","X2","X0.5","X0.5.1","X0.26"
"860",4,1.5,10,0.04
"861",4,2,0.5,1
"862",4,2,1,1
"863",4,2,1.5,0.92
"864",4,2,2,0.56
"865",4,2,2.5,0.38
"866",4,2,3,0.34
"867",4,2,3.5,0.22
"868",4,2,4,0.14
"869",4,2,4.5,0.14
"870",4,2,5,0.08
"871",4,2,5.5,0.12
"872",4,2,6,0.18
"873",4,2,6.5,0.1
"874",4,2,7,0.1
"875",4,2,7.5,0.08
"876",4,2,8,0.1
"877",4,2,8.5,0.04
"878",4,2,9,0.08
"879",4,2,9.5,0.14
"880",4,2,10,0.08
"881",4,2.5,0.5,1
"882",4,2.5,1,1
"883",4,2.5,1.5,0.96
"884",4,2.5,2,0.7
"885",4,2.5,2.5,0.46
"886",4,2.5,3,0.46
"887",4,2.5,3.5,0.42
"888",4,2.5,4,0.2
"889",4,2.5,4.5,0.16
"890",4,2.5,5,0.14
"891",4,2.5,5.5,0.14
"892",4,2.5,6,0.22
"893",4,2.5,6.5,0.2
"894",4,2.5,7,0.04
"895",4,2.5,7.5,0.1
"896",4,2.5,8,0.04
"897",4,2.5,8.5,0.06
"898",4,2.5,9,0.1
"899",4,2.5,9.5,0.08
"900",4,2.5,10,0.04
"901",4,3,0.5,1
"902",4,3,1,1
"903",4,3,1.5,0.98
"904",4,3,2,0.88
"905",4,3,2.5,0.78
"906",4,3,3,0.56
"907",4,3,3.5,0.52
"908",4,3,4,0.34
"909",4,3,4.5,0.18
"910",4,3,5,0.4
"911",4,3,5.5,0.18
"912",4,3,6,0.2
"913",4,3,6.5,0.08
"914",4,3,7,0.12
"915",4,3,7.5,0.06
"916",4,3,8,0.14
"917",4,3,8.5,0.1
"918",4,3,9,0.1
"919",4,3,9.5,0.12
"920",4,3,10,0.06
"921",4,3.5,0.5,1
"922",4,3.5,1,1
"923",4,3.5,1.5,0.98
"924",4,3.5,2,0.98
"925",4,3.5,2.5,0.82
"926",4,3.5,3,0.72
"927",4,3.5,3.5,0.64
"928",4,3.5,4,0.46
"929",4,3.5,4.5,0.44
"930",4,3.5,5,0.36
"931",4,3.5,5.5,0.22
"932",4,3.5,6,0.14
"933",4,3.5,6.5,0.28
"934",4,3.5,7,0.1
"935",4,3.5,7.5,0.18
"936",4,3.5,8,0.18
"937",4,3.5,8.5,0.12
